Sample;Frequency (GHz);HG (mV) mean;HG (mV) std;LG (mV) mean;LG (mV) std;Thickness (mm);HG (mV) mean Transmittance;LG (mV) mean Transmittance
K1;170.0;-0.0037346333447323;0.7216758819318341;13.156764414705885;1.786573165462895;2.25;0.32553570011426364;1.1232691941219644
K1;180.0;-0.002042089723619;0.7237242065595687;12.762007792192543;3.2560542447135306;2.25;-0.6412477207381764;0.7474838250187168
K1;190.0;0.058843179318414;5.034627089072691;9.942012642941524;1.9207326708018708;2.25;-4.265919351575103;0.7699068663370192
K1;200.0;665.4878207416216;48.70349389418041;1.2991186572972977;1.8345469252020588;2.25;32107.728691176464;0.1823876786447012
K1;210.0;0.179670821590884;0.7496547862801631;4.438354141885626;7.145359749326973;2.25;2.0118721580676957;0.7416585092661808
K1;220.0;2.3073331064976697;35.65178247741514;3.4777787624624628;1.121794577210272;2.25;36.23754893342863;0.5806074721088592
K1;230.0;682.5553689114034;76.39932034804313;0.828430261988304;0.9073198042149396;2.25;59618.65043285189;0.38939821510332745
K1;240.0;2.1484525002746206;45.64913725527619;3.1326500407266336;0.8963999362029359;2.25;278.0833734056601;0.48256794251961427
K1;250.0;249.64454329981265;25.7364084296614;0.3326519016345592;0.954319894704178;2.25;2604.4428045360523;0.13149586092335702
K1;260.0;0.4271350432899117;9.275492921154155;2.712829019428908;0.9362189127817548;2.25;-34.198596859284635;0.42403975224908635
K1;270.0;724.0134405359594;43.21437597999229;1.2569931321993435;0.9660468937189124;2.25;3302.3064225004628;0.3477586996341319
K1;280.0;287.77103468026814;30.296385721409692;1.3343974153308074;0.9772759600426496;2.25;1588.5595177572254;0.38945088016730517
K1;290.0;475.2365680338983;50.35408576155164;0.5874503439509059;0.963682735864164;2.25;0.7315453939823309;0.6043755272095083
K1;300.0;742.9247117470125;50.410635799569;1.1002969705625183;0.9810022042593292;2.25;4233.894506623313;0.43025954038821923
K1;310.0;459.2374450090591;31.998672202514744;0.5596939707773232;0.949046120593631;2.25;-19305.80631425511;0.3782445050411657
K1;320.0;505.00200857868174;23.71650391072709;0.5986090181116389;0.9400961894230904;2.25;103.1029802020965;0.3593344319200859
K1;330.0;370.53343553947366;27.26823225318064;0.4194091102339181;0.951084544970123;2.25;140.1016572087143;0.2773528161081912
